tinytim (134 classes; 9 packages; 564 deps)

Cycle #0: tinytim
S; MQ:  3,6161; MV:    0; DT:    0; SOL: [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8]
I; MQ:  4,6152; MV:   16; DT:    7; SOL: [0 1 1 1 1 4 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 5 5 5 5 5 5 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 2 8]
I; MQ:  4,8495; MV:   19; DT:    8; SOL: [0 1 1 1 1 4 0 0 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 5 1 5 5 5 5 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  4,9834; MV:   24; DT:    8; SOL: [0 1 1 1 1 4 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 5 1 5 5 5 5 5 5 5 5 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,0154; MV:   28; DT:    9; SOL: [0 1 1 1 1 4 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 2 2 2 2 2 2 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 3 4 4 4 4 4 4 4 4 4 4 4 5 1 4 4 1 4 5 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,1157; MV:   26; DT:   13; SOL: [0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 4 3 4 4 4 4 4 4 4 4 4 4 4 4 1 4 4 1 4 0 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,2254; MV:   29; DT:   15; SOL: [0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 3 4 4 4 4 4 9 4 1 4 4 4 4 1 4 4 1 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,3206; MV:   32; DT:   18; SOL: [0 1 1 1 1 9 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 9 1 1 1 1 1 1 1 2 2 2 2 2 2 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 3 4 4 4 4 4 9 4 1 4 4 4 4 9 4 9 1 4 1 1 5 5 5 5 5 5 5 4 5 9 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,4017; MV:   33; DT:   22; SOL: [0 1 1 1 1 9 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 9 1 1 9 1 1 1 1 1 1 2 2 2 2 2 2 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 3 4 4 4 4 4 9 4 1 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,5306; MV:   35; DT:   26; SOL: [0 1 1 1 1 9 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 9 1 1 9 1 1 1 1 1 1 2 2 2 2 2 2 10 10 3 3 3 10 3 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 3 4 4 4 4 4 10 4 1 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,6024; MV:   36; DT:   29; SOL: [0 1 1 1 1 9 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 9 1 1 9 1 1 1 1 1 1 11 2 2 2 2 2 10 10 3 3 3 10 3 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 3 4 4 10 4 4 11 4 1 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 11 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,6744; MV:   38; DT:   32; SOL: [0 1 11 1 1 9 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 9 1 1 9 1 1 1 1 1 1 11 2 2 2 2 2 10 4 3 3 10 10 3 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 10 4 4 11 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 11 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,7257; MV:   40; DT:   35; SOL: [0 1 11 1 1 9 0 0 0 0 0 0 0 0 0 1 0 0 1 1 11 11 1 9 1 11 9 1 1 1 1 1 1 2 2 2 2 2 2 10 4 3 3 10 10 3 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 10 4 4 11 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,7781; MV:   42; DT:   39; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 12 0 0 1 0 0 11 1 11 11 1 9 1 11 9 1 1 1 1 1 1 2 2 2 2 2 2 10 4 3 3 10 10 3 10 3 3 3 12 3 3 3 3 3 3 3 3 3 3 3 12 4 4 3 4 4 10 4 4 11 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,0024; MV:   43; DT:   42; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 13 0 0 1 0 0 11 1 11 11 1 9 1 1 9 1 1 1 1 1 1 2 2 2 2 2 2 10 4 3 3 10 10 3 10 3 3 3 12 12 12 3 3 3 3 3 3 3 3 3 13 4 4 3 4 4 10 4 4 11 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,1921; MV:   46; DT:   44; SOL: [0 1 11 1 1 9 11 0 13 0 0 0 13 0 0 1 0 0 11 11 11 11 1 9 1 1 9 1 1 1 1 1 1 2 2 2 2 2 2 10 4 3 3 10 10 3 10 12 3 3 12 12 12 3 3 3 3 3 13 3 3 3 13 4 4 13 4 4 10 4 4 11 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,2806; MV:   46; DT:   48; SOL: [0 1 11 1 1 9 11 0 13 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 1 9 1 1 1 1 1 1 2 2 2 2 2 2 4 4 3 3 10 10 3 10 12 3 3 12 12 12 3 13 3 3 3 13 3 3 3 13 4 4 13 4 4 4 4 4 10 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,7355; MV:   51; DT:   48; SOL: [0 1 11 1 1 9 11 0 13 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 1 9 1 1 1 1 1 1 2 2 2 2 2 2 4 4 0 10 10 10 10 10 12 3 12 12 12 12 3 13 3 3 3 13 3 3 3 13 4 4 13 4 4 4 4 4 10 4 11 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  6,9748; MV:   52; DT:   53; SOL: [0 1 11 1 1 9 11 0 13 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 1 9 1 1 1 1 1 1 14 2 2 2 2 2 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 13 3 3 3 13 3 3 3 13 4 4 13 4 4 4 4 4 14 4 14 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 14 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,0470; MV:   53; DT:   57; SOL: [0 1 11 1 1 9 11 0 13 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 2 2 2 2 2 14 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 13 3 3 3 13 3 3 3 13 4 4 13 4 4 4 4 4 14 4 14 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,2382; MV:   55; DT:   61; SOL: [0 1 11 1 1 15 11 0 13 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 14 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 13 3 3 3 13 3 3 3 13 4 4 13 4 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,3497; MV:   56; DT:   65; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 13 3 3 3 13 3 3 3 13 4 4 13 0 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 13 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,3964; MV:   57; DT:   69; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 16 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 13 3 3 3 16 3 3 3 16 4 4 16 0 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 13 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 6 6 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,4663; MV:   59; DT:   72; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 16 3 3 3 16 3 3 3 16 4 4 16 0 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 0 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 13 6 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,7415; MV:   60; DT:   76; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 17 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 16 3 3 3 16 3 3 3 17 4 4 16 0 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 16 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 13 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,7945; MV:   60; DT:   81; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 0 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 17 4 4 17 0 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 16 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  7,9697; MV:   60; DT:   86; SOL: [0 1 11 1 1 9 11 0 17 0 0 0 18 0 0 1 0 0 11 11 11 11 1 9 1 14 9 1 1 1 1 1 1 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 18 4 4 17 17 4 4 4 4 15 4 15 4 4 4 4 9 4 9 9 4 1 1 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,0709; MV:   63; DT:   88; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 18 0 0 1 0 0 11 11 11 11 9 9 1 14 9 1 1 1 1 1 9 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 18 4 4 17 17 4 4 4 4 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,1172; MV:   64; DT:   92; SOL: [0 1 11 1 1 9 11 0 18 0 0 18 18 0 0 1 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 4 4 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 18 4 4 18 18 4 4 4 4 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,1742; MV:   66; DT:   96; SOL: [0 1 11 1 1 9 11 0 18 0 0 18 0 0 0 1 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 18 18 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 18 4 4 18 18 18 18 4 4 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,2260; MV:   66; DT:  101; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 19 0 0 1 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 18 18 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 19 4 4 0 18 18 18 4 4 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 4 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,5071; MV:   67; DT:  104; SOL: [0 1 11 1 1 9 11 0 0 0 0 0 19 0 0 1 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 18 18 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 19 4 4 17 0 18 18 7 7 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 6 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,5519; MV:   68; DT:  108; SOL: [0 1 11 1 1 9 11 0 19 0 0 19 19 0 0 1 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 18 18 10 10 10 10 10 10 12 3 12 12 12 12 3 17 3 3 3 17 3 3 3 19 4 4 19 19 18 18 7 7 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 5 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 0 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  8,9536; MV:   72; DT:  109; SOL: [0 1 11 1 1 9 11 0 19 0 0 19 19 0 0 0 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 18 18 10 10 10 10 10 10 12 12 12 12 12 12 3 17 3 19 3 17 3 3 3 19 4 4 19 19 18 18 7 7 15 10 15 4 4 4 4 9 4 9 9 4 1 17 5 5 5 0 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 4 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  9,0961; MV:   71; DT:  111; SOL: [0 1 11 1 1 9 11 0 19 0 0 19 19 0 0 0 0 0 11 11 11 11 9 9 1 14 9 9 1 1 1 1 9 15 2 2 15 2 15 18 18 10 10 10 10 10 10 12 12 12 12 12 12 3 17 3 19 3 17 3 3 3 19 4 4 19 19 18 18 7 7 15 10 15 4 4 4 4 9 4 4 9 4 1 17 5 5 5 4 5 5 5 4 5 4 14 6 6 6 6 6 6 6 6 6 6 6 6 6 6 16 16 13 13 6 6 6 4 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]

Cycle #6: tinytim
S; MQ:  3,6161; MV:    0; DT:    0; SOL: [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8]
C; MQ:  9,7049; MV:   73; DT:    0; SOL: [0 4 12 4 4 18 12 1 1 16 1 1 16 1 1 16 1 1 12 12 12 12 10 18 4 10 4 4 9 9 9 4 10 2 2 2 2 2 2 17 17 11 11 11 11 11 11 3 3 3 3 3 3 13 16 13 13 13 16 13 13 13 16 0 4 16 16 17 17 15 15 18 11 18 14 0 0 14 10 0 0 4 0 4 10 5 5 5 0 5 5 5 0 5 0 2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 15 7 7 15 15 7 7 8 8 8 8 8 2 8]
I; MQ:  4,0102; MV:    5; DT:    0; SOL: [0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 0 8 8 8 8 2 8]
I; MQ:  4,2501; MV:    7; DT:    2; SOL: [0 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 8 8 2 8]
I; MQ:  4,4324; MV:   11; DT:    4; SOL: [0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 4 4 4 4 4 0 4 4 4 4 4 4 4 1 4 0 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 4 7 7 8 8 8 8 8 2 8]
I; MQ:  4,5931; MV:   13; DT:    7; SOL: [0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 4 4 4 4 4 0 4 4 4 4 4 4 4 0 4 1 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  4,6945; MV:   11; DT:   11; SOL: [0 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 5 5 5 5 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  4,8425; MV:   14; DT:   12; SOL: [0 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 4 4 4 7 4 4 4 4 4 4 4 5 4 4 4 4 4 1 1 5 5 5 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 0 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  4,9927; MV:   17; DT:   14; SOL: [0 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 1 4 4 7 4 4 4 4 0 4 4 0 4 4 4 4 4 1 1 5 5 5 4 5 5 5 1 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 0 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,1541; MV:   20; DT:   17; SOL: [0 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 1 1 1 1 4 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 1 4 4 7 4 4 4 2 0 4 4 0 4 4 4 4 4 1 1 5 5 5 4 5 5 5 4 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
I; MQ:  5,2187; MV:   21; DT:   20; SOL: [0 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 4 4 1 1 1 1 1 4 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 1 4 4 7 4 4 4 4 0 4 4 0 4 4 4 4 4 1 1 5 5 5 0 5 5 5 0 5 0 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 4 6 7 7 7 7 8 7 7 8 8 8 8 8 2 8]
